locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
1183676,Paradise Catering,Truck,5666000,FOLSOM ST: FALMOUTH ST to 06TH ST (947 - 999),965 FOLSOM ST,3753225,3753,225,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6011297.321,2111714.174,37.7790012679178,-122.404485090358,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:8AM-9AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7790012679178, -122.404485090358)"
1183762,Mini Mobile Food Catering,Truck,5861002,FREMONT ST: TRANSBAY HUMP to NATOMA ST (116 - 169),147 FREMONT ST,3719003,3719,003,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6013984.177,2115732.906,37.7901855706334,-122.395471725809,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7901855706334, -122.395471725809)"
1183751,Mini Mobile Food Catering,Truck,2956003,BERRY ST: 06TH ST to KING ST (400 - 431),420 BERRY ST,8703006,8703,006,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6012806.32546,2109136.8203,37.7720086564688,-122.399083845473,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7720086564688, -122.399083845473)"
1183757,Mini Mobile Food Catering,Truck,6711000,HARRISON ST: FREMONT ST \ I-80 W OFF RAMP to 01ST ST \ I-80 E ON RAMP (400 - 499),401 HARRISON ST,3765001,3765,001,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:10AM-11AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(0, 0)"
1183756,Mini Mobile Food Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),701 16TH ST,8723001,8723,001,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:10AM-11AM/12PM-1PM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(0, 0)"
1183675,Paradise Catering,Truck,9049000,MINNA ST: 08TH ST to 09TH ST (700 - 799),786 MINNA ST,3728 105,3728,105,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6008554.116,2110758.22,37.7762227595142,-122.413907330441,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:8AM-9AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7762227595142, -122.413907330441)"
1183749,Mini Mobile Food Catering,Truck,2138000,ALAMEDA ST: HAMPSHIRE ST to BRYANT ST (2400 - 2599),Assessors Block 3905/Lot011,3905011,3905,011,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6009738.83721,2107942.1941,37.7685570713121,-122.409610236298,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo/Mo/Mo/Mo/Mo:6AM-8AM/8AM-9AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7685570713121, -122.409610236298)"
1183695,Paradise Catering,Truck,5680000,FOLSOM ST: DORE ST to 10TH ST (1345 - 1399),1398 FOLSOM ST,3518015,3518,015,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6008866.694,2109613.352,37.7730967713109,-122.412745077205,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:10AM-11AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7730967713109, -122.412745077205)"
1183690,Paradise Catering,Truck,6354000,GRACE ST: MISSION ST to HOWARD ST (1 - 99),65 GRACE ST,3509029,3509,029,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6008391.618,2110296.018,37.7749445348205,-122.414436744752,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:10AM-11AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7749445348205, -122.414436744752)"
1183687,Paradise Catering,Truck,9100000,MISSION ST: 06TH ST to 07TH ST (1000 - 1099),1045 MISSION ST,3726109,3726,109,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6009810.943,2112015.177,37.7797445729388,-122.409648343061,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7797445729388, -122.409648343061)"
1183682,Paradise Catering,Truck,11184000,RUSS ST: TULIP ALY to NATOMA ST (20 - 39),25 RUSS ST,3726067,3726,067,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6010034.346,2111908.337,37.7794637316225,-122.408867951023,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7794637316225, -122.408867951023)"
1183672,Paradise Catering,Truck,6116000,GEARY ST: HYDE ST to LARKIN ST (800 - 899),855 GEARY ST,0320019,0320,019,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6007645.426,2114306.967,37.7859156878693,-122.417302284685,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:12AM-1AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7859156878693, -122.417302284685)"
1183760,Mini Mobile Food Catering,Truck,8485000,LOOMIS ST: FLOWER ST to WATERLOO ST (120 - 255),491 BAY SHORE BLVD,5598008,5598,008,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:10AM-1PM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(0, 0)"
1183674,Paradise Catering,Truck,185104,03RD ST: MISSION BAY BLVD to SOUTH ST (1401 - 1599) -- EAST --,1455 03RD ST,8720012,8720,012,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6015658.77098,2108751.77089,37.7711099394372,-122.389190040328,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:8AM-9AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7711099394372, -122.389190040328)"
1183761,Mini Mobile Food Catering,Truck,8958000,MENDELL ST: GALVEZ AVE to HUDSON AVE (600 - 699),620 MENDELL ST,5254002,5254,002,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6016250.092,2097183.501,37.7393786694373,-122.386337945153,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Sa:11AM-2PM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7393786694373, -122.386337945153)"
1183678,Paradise Catering,Truck,9100000,MISSION ST: 06TH ST to 07TH ST (1000 - 1099),1023 MISSION ST,3726110,3726,110,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6009985.168,2112183.292,37.7802159385025,-122.409057485501,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7802159385025, -122.409057485501)"
1183759,Mini Mobile Food Catering,Truck,414000,08TH ST: HERON ST to HARRISON ST (350 - 399),350 08TH ST,3756003,3756,003,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6009763.073,2109812.608,37.7736941524749,-122.409658441356,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:10AM-11AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7736941524749, -122.409658441356)"
1183688,Paradise Catering,Truck,9101000,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1119 MISSION ST,3727130,3727,130,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6009345.932,2111626.582,37.7786515145076,-122.411229567525,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:10AM-11AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7786515145076, -122.411229567525)"
1183679,Paradise Catering,Truck,6713000,HARRISON ST: ESSEX ST \ I-80 E ON RAMP to 02ND ST (550 - 599),575 HARRISON ST,3764198,3764,198,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6014256.90568,2113627.76045,37.7844204919929,-122.394380639101,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7844204919929, -122.394380639101)"
1183754,Mini Mobile Food Catering,Truck,6710000,HARRISON ST: BEALE ST to FREMONT ST \ I-80 W OFF RAMP (300 - 399),355 FREMONT ST,3747 320,3747,320,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6014901.46219,2114671.59044,37.7873224193199,-122.392223706383,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7873224193199, -122.392223706383)"
1183684,Paradise Catering,Truck,5671000,FOLSOM ST: SHERMAN ST to MOSS ST (1061 - 1078),1069 FOLSOM ST,3754040,3754,040,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6010546.015,2111018.056,37.7770478751493,-122.407035093451,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7770478751493, -122.407035093451)"
1183683,Paradise Catering,Truck,9047000,MINNA ST: 07TH ST to JULIA ST (600 - 666),621 MINNA ST,3727083,3727,083,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6009460.299,2111471.766,37.7782328396736,-122.410822989507,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7782328396736, -122.410822989507)"
1183685,Paradise Catering,Truck,4194000,CLEMENTINA ST: 01ST ST to ECKER ST (1 - 37),19 CLEMENTINA ST,3736124,3736,124,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6013968.81734,2114630.49237,37.787157744174,-122.395447605152,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.787157744174, -122.395447605152)"
1183692,Paradise Catering,Truck,0,,Assessors Block /Lot,,,,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:10AM-11AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(0, 0)"
1183693,Paradise Catering,Truck,7051000,HOWARD ST: 08TH ST to 09TH ST (1200 - 1299),1252 HOWARD ST,3728018,3728,018,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6008911.96,2110569.797,37.7757254849348,-122.412656122589,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:10AM-11AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7757254849348, -122.412656122589)"
1183691,Paradise Catering,Truck,5805000,FRANKLIN ST: FULTON ST to MCALLISTER ST (466 - 599),301 VAN NESS AVE,0786A001,0786A,001,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6006544.542,2111831.056,37.7790554424684,-122.420935196036,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:10AM-11AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7790554424684, -122.420935196036)"
1183696,Paradise Catering,Truck,4929000,DORE ST: HOWARD ST to FOLSOM ST (1 - 99),45 DORE ST,3518033,3518,033,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6008828.024,2109968.928,37.7740709289616,-122.412903986908,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo/Tu/We/Fr:9AM-10AM/11AM-12PM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7740709289616, -122.412903986908)"
1183680,Paradise Catering,Truck,6721000,HARRISON ST: MERLIN ST to OAK GROVE ST (924 - 950),938 HARRISON ST,3753046,3753,046,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(0, 0)"
1183755,Mini Mobile Food Catering,Truck,2955000,BERRY ST: 05TH ST to 06TH ST (300 - 399),355 BERRY ST,8707003,8707,003,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6013399.28445,2109254.17608,37.7723639147673,-122.397040970363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:10AM-11AM/12PM-1PM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7723639147673, -122.397040970363)"
1183681,Paradise Catering,Truck,4285000,COLUMBIA SQUARE ST: FOLSOM ST to HARRISON ST (1 - 99),57 COLUMBIA SQUARE ST,3754049,3754,049,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6011004.159,2111130.827,37.7773831451062,-122.405458166501,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7773831451062, -122.405458166501)"
1183677,Paradise Catering,Truck,6699000,HARRIET ST: HOWARD ST to FOLSOM ST (1 - 99),15 HARRIET ST,3731116,3731,116,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6010507.87,2111793.967,37.7791762107668,-122.407221758472,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7791762107668, -122.407221758472)"
1183698,Paradise Catering,Truck,459000,09TH ST: BRYANT ST \ HWY 101 N OFF RAMP to BRANNAN ST (500 - 599),555 09TH ST,3781003,3781,003,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6010420.694,2108828.117,37.771027796614,-122.407314201313,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:10AM-11AM/12PM-1PM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.771027796614, -122.407314201313)"
1183699,Paradise Catering,Truck,373000,07TH ST: CLEVELAND ST to HARRISON ST (314 - 399),370 07TH ST,3755207,3755,207,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6010560.58877,2110531.5502,37.7757128589746,-122.406950379686,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7757128589746, -122.406950379686)"
1183694,Paradise Catering,Truck,488000,10TH ST: FOLSOM ST to SHERIDAN ST (300 - 353),340 10TH ST,3520004,3520,004,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6008940.177,2109215.993,37.7720098406711,-122.412462796214,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:10AM-11AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7720098406711, -122.412462796214)"
1183758,Mini Mobile Food Catering,Truck,110000,01ST ST: CLEMENTINA ST to FOLSOM ST (245 - 299),245 01ST ST,3737012,3737,012,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6014220.898,2114895.75,37.7879000978181,-122.394594036205,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:10AM-11AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7879000978181, -122.394594036205)"
1183752,Mini Mobile Food Catering,Truck,515000,11TH ST: FOLSOM ST to HARRISON ST (300 - 399),355 11TH ST,3520027,3520,027,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6008817.805,2109020.872,37.771467215901,-122.41287229421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.771467215901, -122.41287229421)"
1183686,Paradise Catering,Truck,3083000,BRANNAN ST: HARRIET ST to LUCERNE ST (715 - 743),732 BRANNAN ST,3779018,3779,018,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6011950.537,2109963.291,37.7742302291309,-122.402102214519,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7742302291309, -122.402102214519)"
1183697,Paradise Catering,Truck,5802000,FRANKLIN ST: HAYES ST to IVY ST (300 - 348),300 FRANKLIN ST,0810001,0810,001,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6006615.831,2111320.587,37.7776578362104,-122.420652330833,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:11AM-12PM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7776578362104, -122.420652330833)"
1183748,Mini Mobile Food Catering,Truck,7740000,KANSAS ST: CESAR CHAVEZ ST to MARIN ST (1600 - 1699),Assessors Block 4341/Lot001,4341001,4341,001,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6011939.508,2100756.7,37.7489503634271,-122.401493189708,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo/Mo/Mo/Mo/Mo:6AM-8AM/8AM-9AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7489503634271, -122.401493189708)"
1183750,Mini Mobile Food Catering,Truck,5685000,FOLSOM ST: 12TH ST to 13TH ST (1600 - 1699),1690 FOLSOM ST,3515040,3515,040,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6007908.862,2108555.219,37.7701375805015,-122.415983402804,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:8AM-9AM,,07/10/2018 12:00:00 AM,2018-07-10,1,07/15/2019 12:00:00 AM,"(37.7701375805015, -122.415983402804)"
1184830,Liang Bai Ping,Truck,2710000,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1555 BANCROFT AVE,4880001,4880,001,18MFF-0058,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014646.012,2091759.86,37.7243975297434,-122.391505116383,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,Mo-Fr:8AM-9AM,,07/11/2018 12:00:00 AM,2018-07-11,1,07/15/2019 12:00:00 AM,"(37.7243975297434, -122.391505116383)"
1184846,Liang Bai Ping,Truck,10215000,PALOU AVE: END to GRIFFITH ST (904 - 999),Assessors Block /Lot,,,,18MFF-0058,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,Mo/Mo/Mo/Mo/Mo:5AM-6AM/11AM-12PM,,07/11/2018 12:00:00 AM,2018-07-11,1,07/15/2019 12:00:00 AM,"(0, 0)"
